,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
705,tt0090022,movie,Silverado,Silverado,0,1985,\N,133,"Action,Crime,Drama"
706,tt0401792,movie,Sin City,Sin City,0,2005,\N,124,"Crime,Thriller"
707,tt1127715,movie,Sin Nombre,Sin nombre,0,2009,\N,96,"Adventure,Crime,Drama"
708,tt3470600,movie,Sing,Sing,0,2016,\N,108,"Animation,Comedy,Family"
709,tt3544112,movie,Sing Street,Sing Street,0,2016,\N,106,"Comedy,Drama,Music"
710,tt1074638,movie,Skyfall,Skyfall,0,2012,\N,143,"Action,Adventure,Thriller"
711,tt0076723,movie,Slap Shot,Slap Shot,0,1977,\N,123,"Comedy,Drama,Sport"
712,tt0070707,movie,Sleeper,Sleeper,0,1973,\N,89,"Comedy,Sci-Fi"
713,tt0162661,movie,Sleepy Hollow,Sleepy Hollow,0,1999,\N,105,"Fantasy,Horror,Mystery"
714,tt0069281,movie,Sleuth,Sleuth,0,1972,\N,138,"Mystery,Thriller"
715,tt3205376,movie,Slow West,Slow West,0,2015,\N,84,"Action,Adventure,Drama"
716,tt1010048,movie,Slumdog Millionaire,Slumdog Millionaire,0,2008,\N,120,"Drama,Romance"
717,tt0208092,movie,Snatch,Snatch,0,2000,\N,104,"Comedy,Crime"
718,tt1706620,movie,Snowpiercer,Snowpiercer,0,2013,\N,126,"Action,Drama,Sci-Fi"
719,tt0069293,movie,Solaris,Solyaris,0,1972,\N,167,"Drama,Mystery,Sci-Fi"
720,tt3808342,movie,Son of Saul,Saul fia,0,2015,\N,107,"Drama,War"
721,tt1865505,movie,Song of the Sea,Song of the Sea,0,2014,\N,93,"Adventure,Animation,Drama"
722,tt10189514,movie,Soorarai Pottru,Soorarai Pottru,0,2020,\N,153,Drama
723,tt0426578,movie,Sophie Scholl: The Final Days,Sophie Scholl - Die letzten Tage,0,2005,\N,120,"Biography,Crime,Drama"
724,tt0084707,movie,Sophie's Choice,Sophie's Choice,0,1982,\N,150,"Drama,Romance"
725,tt2948372,movie,Soul,Soul,0,2020,\N,100,"Adventure,Animation,Comedy"
726,tt1596346,movie,Soul Surfer,Soul Surfer,0,2011,\N,112,"Biography,Drama,Family"
727,tt5363618,movie,Sound of Metal,Sound of Metal,0,2019,\N,120,"Drama,Music"
728,tt0945513,movie,Source Code,Source Code,0,2011,\N,93,"Action,Drama,Mystery"
729,tt0158983,movie,"South Park: Bigger, Longer & Uncut","South Park: Bigger, Longer & Uncut",0,1999,\N,81,"Animation,Comedy,Fantasy"
730,tt1798684,movie,Southpaw,Southpaw,0,2015,\N,124,"Action,Drama,Sport"
731,tt0070723,movie,Soylent Green,Soylent Green,0,1973,\N,97,"Crime,Mystery,Sci-Fi"
732,tt0094012,movie,Spaceballs,Spaceballs,0,1987,\N,96,"Adventure,Comedy,Sci-Fi"
733,tt2377938,movie,Special 26,Special Chabbis,0,2013,\N,144,"Crime,Drama,Thriller"
734,tt0145487,movie,Spider-Man,Spider-Man,0,2002,\N,121,"Action,Adventure,Sci-Fi"
735,tt0316654,movie,Spider-Man 2,Spider-Man 2,0,2004,\N,127,"Action,Adventure,Sci-Fi"
736,tt6320628,movie,Spider-Man: Far from Home,Spider-Man: Far from Home,0,2019,\N,129,"Action,Adventure,Sci-Fi"
737,tt2250912,movie,Spider-Man: Homecoming,Spider-Man: Homecoming,0,2017,\N,133,"Action,Adventure,Sci-Fi"
738,tt4633694,movie,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,0,2018,\N,117,"Action,Adventure,Animation"
739,tt0166813,movie,Spirit: Stallion of the Cimarron,Spirit: Stallion of the Cimarron,0,2002,\N,83,"Adventure,Animation,Drama"
740,tt0245429,movie,Spirited Away,Sen to Chihiro no kamikakushi,0,2001,\N,125,"Adventure,Animation,Family"
741,tt0374546,movie,"Spring, Summer, Fall, Winter... and Spring",Bom Yeoareum Gaeul Gyeoul Geurigo Bom,0,2003,\N,103,"Drama,Romance"
742,tt0108211,movie,Stalingrad,Stalingrad,0,1993,\N,134,"Drama,War"
743,tt0079944,movie,Stalker,Stalker,0,1979,\N,162,"Drama,Sci-Fi"
744,tt0092005,movie,Stand by Me,Stand by Me,0,1986,\N,89,"Adventure,Drama"
745,tt0796366,movie,Star Trek,Star Trek,0,2009,\N,127,"Action,Adventure,Sci-Fi"
746,tt2660888,movie,Star Trek Beyond,Star Trek Beyond,0,2016,\N,122,"Action,Adventure,Sci-Fi"
747,tt0084726,movie,Star Trek II: The Wrath of Khan,Star Trek II: The Wrath of Khan,0,1982,\N,113,"Action,Adventure,Sci-Fi"
748,tt0092007,movie,Star Trek IV: The Voyage Home,Star Trek IV: The Voyage Home,0,1986,\N,119,"Action,Adventure,Comedy"
749,tt1408101,movie,Star Trek Into Darkness,Star Trek Into Darkness,0,2013,\N,132,"Action,Adventure,Sci-Fi"
750,tt0102975,movie,Star Trek VI: The Undiscovered Country,Star Trek VI: The Undiscovered Country,0,1991,\N,110,"Action,Adventure,Sci-Fi"
751,tt0117731,movie,Star Trek: First Contact,Star Trek: First Contact,0,1996,\N,111,"Action,Adventure,Drama"
752,tt0121766,movie,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,0,2005,\N,140,"Action,Adventure,Fantasy"
753,tt0076759,movie,Star Wars: Episode IV - A New Hope,Star Wars,0,1977,\N,121,"Action,Adventure,Fantasy"
754,tt0080684,movie,Star Wars: Episode V - The Empire Strikes Back,Star Wars: Episode V - The Empire Strikes Back,0,1980,\N,124,"Action,Adventure,Fantasy"
755,tt0086190,movie,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VI - Return of the Jedi,0,1983,\N,131,"Action,Adventure,Fantasy"
756,tt2488496,movie,Star Wars: Episode VII - The Force Awakens,Star Wars: Episode VII - The Force Awakens,0,2015,\N,138,"Action,Adventure,Sci-Fi"
757,tt2527336,movie,Star Wars: Episode VIII - The Last Jedi,Star Wars: Episode VIII - The Last Jedi,0,2017,\N,152,"Action,Adventure,Fantasy"
758,tt0486655,movie,Stardust,Stardust,0,2007,\N,127,"Adventure,Family,Fantasy"
759,tt0111282,movie,Stargate,Stargate,0,1994,\N,116,"Action,Adventure,Sci-Fi"
760,tt0120201,movie,Starship Troopers,Starship Troopers,0,1997,\N,129,"Action,Adventure,Sci-Fi"
761,tt1398426,movie,Straight Outta Compton,Straight Outta Compton,0,2015,\N,147,"Biography,Drama,History"
762,tt0114558,movie,Strange Days,Strange Days,0,1995,\N,145,"Action,Crime,Drama"
763,tt0420223,movie,Stranger Than Fiction,Stranger Than Fiction,0,2006,\N,113,"Comedy,Drama,Fantasy"
764,tt8108202,movie,Stree,Stree,0,2018,\N,128,"Comedy,Horror"
765,tt0105488,movie,Strictly Ballroom,Strictly Ballroom,0,1992,\N,94,"Comedy,Drama,Music"
766,tt4832640,movie,Sultan,Sultan,0,2016,\N,170,"Action,Drama,Sport"
767,tt1474276,movie,Summer Wars,Samâ uôzu,0,2009,\N,114,"Action,Adventure,Animation"
768,tt0448134,movie,Sunshine,Sunshine,0,2007,\N,107,"Sci-Fi,Thriller"
769,tt1650062,movie,Super 8,Super 8,0,2011,\N,112,"Mystery,Sci-Fi,Thriller"
770,tt0078346,movie,Superman,Superman,0,1978,\N,143,"Action,Adventure,Drama"
771,tt0076786,movie,Suspiria,Suspiria,0,1977,\N,99,Horror
772,tt0367110,movie,Swades,"Swades: We, the People",0,2004,\N,210,Drama
773,tt0408236,movie,Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,0,2007,\N,116,"Drama,Horror,Musical"
774,tt0158371,movie,Sweet and Lowdown,Sweet and Lowdown,0,1999,\N,95,"Comedy,Drama,Music"
775,tt0386064,movie,Tae Guk Gi: The Brotherhood of War,Taegukgi hwinalrimyeo,0,2004,\N,140,"Action,Drama,War"
776,tt1675192,movie,Take Shelter,Take Shelter,0,2011,\N,121,"Drama,Horror,Thriller"
777,tt4934950,movie,Talvar,Talvar,0,2015,\N,132,"Crime,Drama,Mystery"
778,tt2991224,movie,Tangerines,Mandariinid,0,2013,\N,87,"Drama,War"
779,tt0398286,movie,Tangled,Tangled,0,2010,\N,100,"Adventure,Animation,Comedy"
780,tt2140465,movie,Tanu Weds Manu Returns,Tanu Weds Manu Returns,0,2015,\N,128,"Comedy,Drama,Romance"
781,tt0120855,movie,Tarzan,Tarzan,0,1999,\N,88,"Adventure,Animation,Family"
782,tt0075314,movie,Taxi Driver,Taxi Driver,0,1976,\N,114,"Crime,Drama"
783,tt0362225,movie,Tell No One,Ne le dis à personne,0,2006,\N,131,"Crime,Drama,Mystery"
784,tt6723592,movie,Tenet,Tenet,0,2020,\N,150,"Action,Sci-Fi,Thriller"
785,tt0103064,movie,Terminator 2: Judgment Day,Terminator 2: Judgment Day,0,1991,\N,137,"Action,Sci-Fi"
786,tt1441953,movie,Testament of Youth,Testament of Youth,0,2014,\N,129,"Biography,Drama,History"
787,tt0117887,movie,That Thing You Do!,That Thing You Do!,0,1996,\N,108,"Comedy,Drama,Music"
788,tt0096754,movie,The Abyss,The Abyss,0,1989,\N,140,"Adventure,Drama,Mystery"
789,tt1385826,movie,The Adjustment Bureau,The Adjustment Bureau,0,2011,\N,106,"Romance,Sci-Fi,Thriller"
790,tt0109045,movie,"The Adventures of Priscilla, Queen of the Desert","The Adventures of Priscilla, Queen of the Desert",0,1994,\N,104,"Comedy,Music"
791,tt0983193,movie,The Adventures of Tintin,The Adventures of Tintin,0,2011,\N,107,"Action,Adventure,Animation"
792,tt1478839,movie,The Art of Racing in the Rain,The Art of Racing in the Rain,0,2019,\N,109,"Comedy,Drama,Romance"
793,tt0443680,movie,The Assassination of Jesse James by the Coward Robert Ford,The Assassination of Jesse James by the Coward Robert Ford,0,2007,\N,160,"Biography,Crime,Drama"
794,tt0848228,movie,The Avengers,The Avengers,0,2012,\N,143,"Action,Adventure,Sci-Fi"
795,tt0765432,movie,The Baader Meinhof Complex,Der Baader Meinhof Komplex,0,2008,\N,150,"Action,Biography,Crime"
796,tt6412452,movie,The Ballad of Buster Scruggs,The Ballad of Buster Scruggs,0,2018,\N,133,"Comedy,Drama,Musical"
797,tt0116231,movie,The Bandit,Eskiya,0,1996,\N,128,"Crime,Drama,Thriller"
798,tt0338135,movie,The Barbarian Invasions,Les invasions barbares,0,2003,\N,99,"Comedy,Crime,Drama"
799,tt0112461,movie,The Basketball Diaries,The Basketball Diaries,0,1995,\N,102,"Biography,Crime,Drama"
800,tt1924396,movie,The Best Offer,La migliore offerta,0,2013,\N,131,"Crime,Drama,Mystery"
801,tt0094738,movie,The Big Blue,The Big Blue,0,1988,\N,100,Drama
802,tt0095250,movie,The Big Blue,Le grand bleu,0,1988,\N,168,"Adventure,Drama,Sport"
803,tt0118715,movie,The Big Lebowski,The Big Lebowski,0,1998,\N,117,"Comedy,Crime,Sport"
804,tt1596363,movie,The Big Short,The Big Short,0,2015,\N,130,"Biography,Comedy,Drama"
805,tt5462602,movie,The Big Sick,The Big Sick,0,2017,\N,120,"Comedy,Drama,Romance"
806,tt0878804,movie,The Blind Side,The Blind Side,0,2009,\N,129,"Biography,Drama,Sport"
807,tt3461252,movie,The Blue Elephant,The Blue Elephant,0,2014,\N,170,"Drama,Horror,Mystery"
808,tt0080455,movie,The Blues Brothers,The Blues Brothers,0,1980,\N,133,"Action,Adventure,Comedy"
809,tt1937149,movie,The Body,El cuerpo,0,2012,\N,112,"Mystery,Thriller"
810,tt0816442,movie,The Book Thief,The Book Thief,0,2013,\N,131,"Drama,War"
811,tt2262227,movie,The Book of Life,The Book of Life,0,2014,\N,95,"Adventure,Animation,Comedy"
812,tt0144117,movie,The Boondock Saints,The Boondock Saints,0,1999,\N,108,"Action,Crime,Thriller"
813,tt0258463,movie,The Bourne Identity,The Bourne Identity,0,2002,\N,119,"Action,Mystery,Thriller"
814,tt0372183,movie,The Bourne Supremacy,The Bourne Supremacy,0,2004,\N,108,"Action,Mystery,Thriller"
815,tt0440963,movie,The Bourne Ultimatum,The Bourne Ultimatum,0,2007,\N,115,"Action,Mystery,Thriller"
816,tt7533152,movie,The Boy Who Harnessed the Wind,The Boy Who Harnessed the Wind,0,2019,\N,113,"Biography,Drama,History"
817,tt0914798,movie,The Boy in the Striped Pajamas,The Boy in the Striped Pyjamas,0,2008,\N,94,"Drama,History,War"
818,tt0112579,movie,The Bridges of Madison County,The Bridges of Madison County,0,1995,\N,135,"Drama,Romance"
819,tt2024519,movie,The Broken Circle Breakdown,The Broken Circle Breakdown,0,2012,\N,111,"Drama,Music,Romance"
820,tt0289879,movie,The Butterfly Effect,The Butterfly Effect,0,2004,\N,113,"Drama,Sci-Fi,Thriller"
821,tt1190539,movie,The Chaser,Chugyeokja,0,2008,\N,125,"Action,Crime,Thriller"
822,tt0372824,movie,The Chorus,Les choristes,0,2004,\N,97,"Drama,Music"
823,tt0112682,movie,The City of Lost Children,La cité des enfants perdus,0,1995,\N,112,"Fantasy,Sci-Fi"
824,tt0090863,movie,The Color of Money,The Color of Money,0,1986,\N,119,"Drama,Sport"
825,tt0101605,movie,The Commitments,The Commitments,0,1991,\N,118,"Comedy,Drama,Music"
826,tt1457767,movie,The Conjuring,The Conjuring,0,2013,\N,112,"Horror,Mystery,Thriller"
827,tt3065204,movie,The Conjuring 2,The Conjuring 2,0,2016,\N,134,"Horror,Mystery,Thriller"
828,tt0071360,movie,The Conversation,The Conversation,0,1974,\N,113,"Drama,Mystery,Thriller"
829,tt0245844,movie,The Count of Monte Cristo,The Count of Monte Cristo,0,2002,\N,131,"Action,Adventure,Drama"
830,tt0813547,movie,The Counterfeiters,Die Fälscher,0,2007,\N,99,"Crime,Drama,History"
831,tt0109506,movie,The Crow,The Crow,0,1994,\N,102,"Action,Drama,Fantasy"
832,tt0421715,movie,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,0,2008,\N,166,"Drama,Fantasy,Romance"
833,tt1226271,movie,The Damned United,The Damned United,0,2009,\N,98,"Biography,Drama,Sport"
834,tt0468569,movie,The Dark Knight,The Dark Knight,0,2008,\N,152,"Action,Crime,Drama"
835,tt1345836,movie,The Dark Knight Rises,The Dark Knight Rises,0,2012,\N,164,"Action,Adventure"
836,tt1648190,movie,The Dark Tower,The Dark Tower,0,2017,\N,95,"Action,Adventure,Fantasy"
837,tt0069947,movie,The Day of the Jackal,The Day of the Jackal,0,1973,\N,143,"Crime,Drama,Thriller"
838,tt0085407,movie,The Dead Zone,The Dead Zone,0,1983,\N,103,"Drama,Horror,Sci-Fi"
839,tt0077416,movie,The Deer Hunter,The Deer Hunter,0,1978,\N,183,"Drama,War"
840,tt0407887,movie,The Departed,The Departed,0,2006,\N,151,"Crime,Drama,Thriller"
841,tt0435625,movie,The Descent,The Descent,0,2005,\N,99,"Adventure,Horror,Thriller"
842,tt0256009,movie,The Devil's Backbone,El espinazo del diablo,0,2001,\N,106,"Drama,Horror"
843,tt0401383,movie,The Diving Bell and the Butterfly,Le scaphandre et le papillon,0,2007,\N,112,"Biography,Drama"
844,tt0101761,movie,The Doors,The Doors,0,1991,\N,140,"Biography,Drama,Music"
845,tt0101765,movie,The Double Life of Véronique,La double vie de Véronique,0,1991,\N,98,"Drama,Fantasy,Music"
846,tt0080678,movie,The Elephant Man,The Elephant Man,0,1980,\N,124,"Biography,Drama"
847,tt0120917,movie,The Emperor's New Groove,The Emperor's New Groove,0,2000,\N,78,"Adventure,Animation,Comedy"
848,tt0116209,movie,The English Patient,The English Patient,0,1996,\N,162,"Drama,Romance,War"
849,tt0083907,movie,The Evil Dead,The Evil Dead,0,1981,\N,85,Horror
850,tt0070047,movie,The Exorcist,The Exorcist,0,1973,\N,122,Horror
851,tt0460791,movie,The Fall,The Fall,0,2006,\N,117,"Adventure,Drama,Fantasy"
852,tt2582846,movie,The Fault in Our Stars,The Fault in Our Stars,0,2014,\N,126,"Drama,Romance"
853,tt5083738,movie,The Favourite,The Favourite,0,2018,\N,119,"Biography,Comedy,Drama"
854,tt0119116,movie,The Fifth Element,The Fifth Element,0,1997,\N,126,"Action,Adventure,Sci-Fi"
855,tt0101889,movie,The Fisher King,The Fisher King,0,1991,\N,137,"Comedy,Drama,Fantasy"
856,tt1410063,movie,The Flowers of War,Jin ling shi san chai,0,2011,\N,146,"Drama,History,Romance"
857,tt0091064,movie,The Fly,The Fly,0,1986,\N,96,"Drama,Horror,Sci-Fi"
858,tt0414993,movie,The Fountain,The Fountain,0,2006,\N,97,"Drama,Mystery,Romance"
859,tt0082406,movie,The Fox and the Hound,The Fox and the Hound,0,1981,\N,83,"Adventure,Animation,Drama"
860,tt0106977,movie,The Fugitive,The Fugitive,0,1993,\N,130,"Action,Crime,Drama"
861,tt0119174,movie,The Game,The Game,0,1997,\N,129,"Drama,Mystery,Thriller"
862,tt2591814,movie,The Garden of Words,Koto no ha no niwa,0,2013,\N,46,"Animation,Drama,Romance"
863,tt0808506,movie,The Girl Who Leapt Through Time,Toki o kakeru shôjo,0,2006,\N,98,"Adventure,Animation,Comedy"
864,tt1132620,movie,The Girl with the Dragon Tattoo,Män som hatar kvinnor,0,2009,\N,152,"Crime,Drama,Mystery"
865,tt0068646,movie,The Godfather,The Godfather,0,1972,\N,175,"Crime,Drama"
866,tt0071562,movie,The Godfather: Part II,The Godfather: Part II,0,1974,\N,202,"Crime,Drama"
867,tt0901487,movie,The Good the Bad the Weird,Joheunnom nabbeunnom isanghannom,0,2008,\N,139,"Action,Adventure,Comedy"
868,tt0089218,movie,The Goonies,The Goonies,0,1985,\N,114,"Adventure,Comedy,Family"
869,tt2278388,movie,The Grand Budapest Hotel,The Grand Budapest Hotel,0,2014,\N,99,"Adventure,Comedy,Crime"
870,tt0091149,movie,The Great Mouse Detective,The Great Mouse Detective,0,1986,\N,74,"Adventure,Animation,Family"
871,tt0388980,movie,The Greatest Game Ever Played,The Greatest Game Ever Played,0,2005,\N,120,"Biography,Drama,Sport"
872,tt1485796,movie,The Greatest Showman,The Greatest Showman,0,2017,\N,105,"Biography,Drama,Musical"
873,tt0120689,movie,The Green Mile,The Green Mile,0,1999,\N,189,"Crime,Drama,Fantasy"
874,tt1289403,movie,The Guernsey Literary and Potato Peel Pie Society,The Guernsey Literary and Potato Peel Pie Society,0,2018,\N,124,"Drama,Romance,War"
875,tt4016934,movie,The Handmaiden,Ah-ga-ssi,0,2016,\N,145,"Drama,Romance,Thriller"
876,tt3460252,movie,The Hateful Eight,The Hateful Eight,0,2015,\N,168,"Crime,Drama,Mystery"
877,tt0903624,movie,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,0,2012,\N,169,"Adventure,Fantasy"
878,tt2310332,movie,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,0,2014,\N,144,"Adventure,Fantasy"
879,tt1170358,movie,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,0,2013,\N,161,"Adventure,Fantasy"
880,tt0071615,movie,The Holy Mountain,La montaña sagrada,0,1973,\N,114,"Adventure,Drama,Fantasy"
881,tt2398231,movie,The Homesman,The Homesman,0,2014,\N,122,"Drama,Western"
882,tt0119314,movie,The Horse Whisperer,The Horse Whisperer,0,1998,\N,169,"Drama,Romance,Western"
883,tt0468492,movie,The Host,Gwoemul,0,2006,\N,120,"Action,Drama,Horror"
884,tt0116583,movie,The Hunchback of Notre Dame,The Hunchback of Notre Dame,0,1996,\N,91,"Animation,Drama,Family"
885,tt9799878,movie,The Hunchback of Notre Dame,Glöckner von Notre Dame,0,1996,\N,65,Animation
886,tt1392170,movie,The Hunger Games,The Hunger Games,0,2012,\N,142,"Action,Adventure,Sci-Fi"
887,tt1951264,movie,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,0,2013,\N,146,"Action,Adventure,Mystery"
888,tt2106476,movie,The Hunt,Jagten,0,2012,\N,115,Drama
889,tt2640570,movie,The Hunt,The Hunt,0,2012,\N,74,"Action,Horror,Thriller"
890,tt0174856,movie,The Hurricane,The Hurricane,0,1999,\N,146,"Biography,Drama,Sport"
891,tt0887912,movie,The Hurt Locker,The Hurt Locker,0,2008,\N,131,"Drama,Thriller,War"
892,tt0443543,movie,The Illusionist,The Illusionist,0,2006,\N,110,"Drama,Fantasy,Mystery"
893,tt2084970,movie,The Imitation Game,The Imitation Game,0,2014,\N,114,"Biography,Drama,Thriller"
894,tt1649419,movie,The Impossible,Lo imposible,0,2012,\N,114,"Drama,History,Thriller"
895,tt0317705,movie,The Incredibles,The Incredibles,0,2004,\N,115,"Action,Adventure,Animation"
896,tt0140352,movie,The Insider,The Insider,0,1999,\N,157,"Biography,Drama,Thriller"
897,tt1675434,movie,The Intouchables,Intouchables,0,2011,\N,112,"Biography,Comedy,Drama"
898,tt4857264,movie,The Invisible Guest,Contratiempo,0,2016,\N,106,"Crime,Drama,Mystery"
899,tt1302006,movie,The Irishman,The Irishman,0,2019,\N,209,"Biography,Crime,Drama"
900,tt0129167,movie,The Iron Giant,The Iron Giant,0,1999,\N,86,"Action,Adventure,Animation"
901,tt0366627,movie,The Jacket,The Jacket,0,2005,\N,103,"Drama,Fantasy,Mystery"
902,tt3040964,movie,The Jungle Book,The Jungle Book,0,2016,\N,106,"Adventure,Drama,Family"
903,tt0087538,movie,The Karate Kid,The Karate Kid,0,1984,\N,126,"Action,Drama,Family"
904,tt0097202,movie,The Killer,Dip huet seung hung,0,1989,\N,111,"Action,Crime,Drama"
905,tt0087553,movie,The Killing Fields,The Killing Fields,0,1984,\N,141,"Biography,Drama,History"
906,tt0085794,movie,The King of Comedy,The King of Comedy,0,1982,\N,109,"Comedy,Crime,Drama"
907,tt1504320,movie,The King's Speech,The King's Speech,0,2010,\N,118,"Biography,Drama,History"
908,tt0095489,movie,The Land Before Time,The Land Before Time,0,1988,\N,69,"Adventure,Animation,Drama"
909,tt0093389,movie,The Last Emperor,The Last Emperor,0,1987,\N,163,"Biography,Drama,History"
910,tt0455590,movie,The Last King of Scotland,The Last King of Scotland,0,2006,\N,123,"Biography,Drama,History"
911,tt0067328,movie,The Last Picture Show,The Last Picture Show,0,1971,\N,118,"Drama,Romance"
912,tt0104691,movie,The Last of the Mohicans,The Last of the Mohicans,0,1992,\N,112,"Action,Adventure,Drama"
913,tt1641638,movie,The Legend Is Born: Ip Man,Yip Man chin chyun,0,2010,\N,100,"Action,Biography,Drama"
914,tt0120731,movie,The Legend of 1900,La leggenda del pianista sull'oceano,0,1998,\N,169,"Drama,Music,Romance"
915,tt0386140,movie,The Legend of Zorro,The Legend of Zorro,0,2005,\N,129,"Action,Adventure,Romance"
916,tt4116284,movie,The Lego Batman Movie,The Lego Batman Movie,0,2017,\N,104,"Action,Animation,Comedy"
917,tt1490017,movie,The Lego Movie,The Lego Movie,0,2014,\N,100,"Action,Adventure,Animation"
918,tt6105098,movie,The Lion King,The Lion King,0,2019,\N,118,"Adventure,Animation,Drama"
919,tt0097757,movie,The Little Mermaid,The Little Mermaid,0,1989,\N,83,"Animation,Family,Fantasy"
920,tt5317732,movie,The Little Prince,The Little Prince,0,2015,\N,49,Documentary
921,tt1754656,movie,The Little Prince,Le Petit Prince,0,2015,\N,108,"Adventure,Animation,Drama"
922,tt0405094,movie,The Lives of Others,Das Leben der Anderen,0,2006,\N,137,"Drama,Mystery,Thriller"
923,tt3464902,movie,The Lobster,The Lobster,0,2015,\N,119,"Comedy,Drama,Romance"
924,tt1210819,movie,The Lone Ranger,The Lone Ranger,0,2013,\N,150,"Action,Adventure,Western"
925,tt0070334,movie,The Long Goodbye,The Long Goodbye,0,1973,\N,112,"Comedy,Crime,Drama"
926,tt0120737,movie,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,0,2001,\N,178,"Action,Adventure,Drama"
927,tt0167260,movie,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,0,2003,\N,201,"Action,Adventure,Drama"
928,tt0167261,movie,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,0,2002,\N,179,"Action,Adventure,Drama"
929,tt0093437,movie,The Lost Boys,The Lost Boys,0,1987,\N,97,"Comedy,Horror"
930,tt2350496,movie,The Lunchbox,The Lunchbox,0,2013,\N,104,"Drama,Romance"
931,tt2404435,movie,The Magnificent Seven,The Magnificent Seven,0,2016,\N,132,"Action,Adventure,Western"
932,tt0073341,movie,The Man Who Would Be King,The Man Who Would Be King,0,1975,\N,129,"Adventure,History,War"
933,tt0756683,movie,The Man from Earth,The Man from Earth,0,2007,\N,87,"Drama,Fantasy,Mystery"
934,tt1527788,movie,The Man from Nowhere,Ajeossi,0,2010,\N,119,"Action,Crime,Drama"
935,tt0076363,movie,The Many Adventures of Winnie the Pooh,The Many Adventures of Winnie the Pooh,0,1977,\N,74,"Adventure,Animation,Comedy"
936,tt3659388,movie,The Martian,The Martian,0,2015,\N,144,"Adventure,Drama,Sci-Fi"
937,tt0120746,movie,The Mask of Zorro,The Mask of Zorro,0,1998,\N,136,"Action,Adventure,Comedy"
938,tt0133093,movie,The Matrix,The Matrix,0,1999,\N,136,"Action,Sci-Fi"
939,tt0234215,movie,The Matrix Reloaded,The Matrix Reloaded,0,2003,\N,138,"Action,Sci-Fi"
940,tt0085959,movie,The Meaning of Life,The Meaning of Life,0,1983,\N,107,"Comedy,Musical"
941,tt0074896,movie,The Message,The Message,0,1976,\N,177,"Biography,Drama,History"
942,tt0075143,movie,The Message,Al-risâlah,0,1976,\N,207,"Biography,Drama,History"
943,tt0072443,movie,The Mirror,Zerkalo,0,1975,\N,107,"Biography,Drama"
944,tt0884328,movie,The Mist,The Mist,0,2007,\N,126,"Horror,Sci-Fi,Thriller"
945,tt0989719,movie,The Mist,Sumu,0,2007,\N,55,"Fantasy,Horror"
946,tt0318462,movie,The Motorcycle Diaries,Diarios de motocicleta,0,2004,\N,126,"Adventure,Biography,Drama"
947,tt5813916,movie,The Mountain II,Dag II,0,2016,\N,135,"Action,Drama,War"
948,tt0104940,movie,The Muppet Christmas Carol,The Muppet Christmas Carol,0,1992,\N,85,"Comedy,Drama,Family"
949,tt0079588,movie,The Muppet Movie,The Muppet Movie,0,1979,\N,95,"Adventure,Comedy,Family"
950,tt1204342,movie,The Muppets,The Muppets,0,2011,\N,120,"Adventure,Comedy,Family"
951,tt0091605,movie,The Name of the Rose,Der Name der Rose,0,1986,\N,130,"Crime,Drama,Mystery"
952,tt0087781,movie,The Natural,The Natural,0,1984,\N,138,"Drama,Sport"
953,tt0107688,movie,The Nightmare Before Christmas,The Nightmare Before Christmas,0,1993,\N,76,"Animation,Family,Fantasy"
954,tt0332280,movie,The Notebook,The Notebook,0,2004,\N,123,"Drama,Romance"
955,tt0075005,movie,The Omen,The Omen,0,1976,\N,111,Horror
956,tt2756032,movie,The One I Love,The One I Love,0,2014,\N,91,"Comedy,Drama,Romance"
957,tt0464141,movie,The Orphanage,El orfanato,0,2007,\N,105,"Drama,Fantasy,Horror"
958,tt0230600,movie,The Others,The Others,0,2001,\N,101,"Horror,Mystery,Thriller"
959,tt0075029,movie,The Outlaw Josey Wales,The Outlaw Josey Wales,0,1976,\N,135,Western
960,tt0446755,movie,The Painted Veil,The Painted Veil,0,2006,\N,125,"Drama,Romance"
961,tt2404461,movie,The Past,Le passé,0,2013,\N,130,"Drama,Mystery"
962,tt0187393,movie,The Patriot,The Patriot,0,2000,\N,165,"Action,Drama,History"
963,tt4364194,movie,The Peanut Butter Falcon,The Peanut Butter Falcon,0,2019,\N,97,"Adventure,Comedy,Drama"
964,tt1659337,movie,The Perks of Being a Wallflower,The Perks of Being a Wallflower,0,2012,\N,103,"Drama,Romance"
965,tt0293508,movie,The Phantom of the Opera,The Phantom of the Opera,0,2004,\N,143,"Drama,Musical,Romance"
